danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,updated_popularity,genre_edm,genre_latin,genre_pop,genre_r&b,genre_rap,genre_rock,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,mode_0,mode_1,song_age,duration_mn
0.574,0.593,-5.731,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.2164383561643834,3.2447666666666666
0.722,0.757,-6.207,0.132,0.185,6.32e-06,0.126,0.721,140.094,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.2027397260273975,3.0969166666666665
0.64,0.648,-8.113,0.187,0.124,0.0,0.0802,0.548,92.977,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.504109589041096,3.2977833333333333
0.736,0.308,-7.83,0.0677,0.946,0.0,0.186,0.361,111.202,79,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.619178082191781,3.6748666666666665
0.703,0.594,-6.146,0.0752,0.342,0.0,0.123,0.475,153.848,64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.523287671232877,1.9148833333333333
0.503,0.808,-5.051,0.045,0.0254,0.00162,0.557,0.283,107.975,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.1808219178082195,3.2922166666666666
0.614,0.647,-4.681,0.0524,0.0687,0.0,0.104,0.368,163.862,56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.35068493150685,3.07775
0.614,0.684,-5.79,0.157,0.247,0.0,0.0976,0.258,156.85,57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.545205479452055,4.095
0.726,0.408,-6.606,0.0614,0.603,0.0,0.225,0.459,115.918,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.235616438356164,2.3871166666666666
0.677,0.744,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.906849315068493,2.54855
0.582,0.826,-4.599,0.0612,0.0614,2.7e-06,0.108,0.201,117.948,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.772602739726027,3.498883333333333
0.72,0.741,-6.529,0.0287,0.101,1.41e-05,0.289,0.357,119.896,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.145205479452056,3.300883333333333
0.658,0.804,-5.735,0.0377,0.00463,0.0,0.178,0.508,120.047,54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.909589041095891,3.429883333333333
0.704,0.888,-2.872,0.0541,0.00553,0.0011,0.079,0.531,125.027,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6.791780821917809,2.6166666666666667
0.687,0.792,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.367123287671233,3.5715
0.733,0.859,-5.03,0.033,0.479,0.0645,0.105,0.52,124.948,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.734246575342466,2.464
0.574,0.728,-4.777,0.062,0.0161,1.42e-06,0.0851,0.266,125.047,57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.117808219178082,3.5823666666666667
0.619,0.901,-4.173,0.0563,0.0975,0.0455,0.178,0.503,123.002,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.175342465753425,3.6948833333333333
0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009,84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.997260273972604,3.1408833333333335
0.597,0.751,-4.982,0.193,0.0104,0.0,0.0912,0.568,103.956,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.347945205479452,3.3613333333333335
0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,79,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.561643835616438,3.0171166666666664
0.705,0.64,-6.928,0.225,0.0237,0.0,0.262,0.887,144.077,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8.24931506849315,3.396
0.793,0.488,-5.807,0.0462,0.428,0.0,0.0823,0.5,133.957,59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.1945205479452055,3.06675
0.66,0.666,-4.342,0.0472,0.0759,0.0,0.0268,0.933,89.975,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22.002739726027396,3.57045
0.715,0.872,-3.835,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.997260273972604,3.3491166666666667
0.642,0.608,-7.514,0.0357,0.12,0.000118,0.103,0.303,97.017,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.8493150684931505,3.482666666666667
0.53,0.538,-6.672,0.0335,0.17,2.83e-06,0.248,0.288,148.051,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.36986301369863,3.894233333333333
0.394,0.821,-4.304,0.0404,0.00302,0.019,0.186,0.509,82.764,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.024657534246575,3.72555
0.727,0.702,-6.19,0.131,0.0991,9.42e-06,0.739,0.525,110.005,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.657534246575342,3.1193333333333335
0.602,0.894,-3.975,0.032,0.00154,0.0,0.433,0.643,125.988,64,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16.997260273972604,3.013333333333333
0.674,0.87,-5.158,0.0912,0.428,5.08e-06,0.127,0.559,120.027,53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20.0,3.306
0.616,0.91,-3.316,0.124,0.0109,0.0,0.0806,0.714,150.038,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13.147945205479452,2.993333333333333
0.466,0.759,-4.978,0.199,0.0521,0.0,0.0587,0.328,160.033,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18.117808219178084,4.4062166666666664
0.383,0.616,-7.118,0.0515,0.314,7.21e-06,0.11,0.48,147.625,71,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.712328767123287,3.4777833333333334
0.577,0.892,-5.121,0.0675,0.016,6.39e-05,0.299,0.454,118.096,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23.002739726027396,3.576
0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.186301369863013,3.699116666666667
0.469,0.689,-7.017,0.0475,0.00607,0.00119,0.114,0.531,126.505,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20.0,3.697783333333333
0.821,0.448,-4.33,0.0468,0.296,3.26e-06,0.0683,0.45,105.006,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.791780821917809,2.8394
0.614,0.857,-4.171,0.111,0.0987,0.0,0.177,0.677,164.146,62,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.221917808219178,3.3506666666666667
0.686,0.783,-4.977,0.119,0.0764,0.0,0.163,0.814,99.978,68,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.098630136986301,3.3411166666666667
0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,77,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14.997260273972604,3.2989333333333333
0.537,0.647,-7.37,0.0519,0.168,0.0,0.108,0.531,79.77,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.695890410958904,3.5831166666666667
0.333,0.902,-4.65,0.123,0.0279,0.0,0.115,0.601,185.539,62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.997260273972604,3.28155
0.688,0.723,-6.682,0.121,0.0416,0.0002,0.302,0.618,140.023,65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12.994520547945205,3.48645
0.362,0.708,-4.046,0.0672,0.0226,0.0,0.0873,0.513,166.31,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.098630136986301,3.2693333333333334
0.572,0.89,-4.139,0.039,0.00082,0.00937,0.564,0.765,158.038,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19.0,3.6628833333333333
0.774,0.753,-5.445,0.0517,0.153,0.0,0.0371,0.896,119.002,82,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9.112328767123287,3.65245
0.46,0.809,-5.415,0.326,0.0422,5.04e-05,0.138,0.609,157.184,66,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.136986301369863,2.9871166666666666
0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,82,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13.997260273972604,3.223333333333333
0.712,0.564,-6.527,0.047,0.0266,0.0,0.0874,0.411,95.95,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.657534246575343,3.46245
0.671,0.685,-5.762,0.05,0.00165,0.0,0.398,0.368,118.449,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17.27123287671233,4.094666666666667
0.732,0.837,-3.329,0.0615,0.0178,0.0,0.178,0.883,124.982,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14.317808219178081,3.5277833333333333
0.513,0.662,-6.058,0.0293,0.195,0.0,0.101,0.261,134.128,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15.621917808219179,4.408216666666666
0.573,0.441,-5.799,0.0758,0.186,0.0,0.61,0.389,61.657,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.846575342465753,3.09245
0.562,0.747,-5.354,0.0345,3.79e-05,0.0,0.0858,0.703,137.008,46,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.997260273972604,3.041333333333333
0.732,0.856,-2.2,0.0929,0.0828,0.0,0.323,0.771,145.034,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.734246575342466,2.9611666666666667
0.627,0.592,-5.977,0.314,0.126,0.0,0.111,0.462,167.882,56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.994520547945205,3.29745
0.585,0.776,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,84,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23.58082191780822,4.075116666666666
0.555,0.619,-5.246,0.0296,0.203,0.0,0.265,0.426,136.069,65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,4.062883333333334
0.663,0.708,-4.154,0.0473,0.0337,0.0,0.0841,0.742,103.073,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.306849315068494,2.9133333333333336
0.475,0.846,-3.344,0.283,0.275,0.0,0.0824,0.451,96.036,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.098630136986301,3.1853333333333333
0.492,0.267,-9.25,0.0336,0.8,0.0,0.249,0.137,117.679,65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7.079452054794521,3.7948833333333334
0.505,0.428,-5.604,0.221,0.489,0.0,0.0977,0.618,175.813,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.602739726027397,2.6248833333333335
0.639,0.862,-3.292,0.0341,0.049,6.81e-06,0.264,0.596,117.011,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15.997260273972604,3.4602166666666667
0.708,0.641,-4.296,0.0336,0.205,0.0,0.0945,0.253,113.082,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.0,4.468666666666667
0.57,0.664,-4.718,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,70,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17.136986301369863,3.558666666666667
0.669,0.593,-6.628,0.0406,0.14,0.0,0.119,0.281,87.965,63,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.994520547945205,2.42355
0.565,0.748,-5.78,0.0576,0.425,0.0,0.34,0.653,75.972,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.482191780821918,2.4859666666666667
0.518,0.467,-6.184,0.0302,0.662,0.0,0.0853,0.386,132.854,74,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.928767123287671,2.88845
0.637,0.804,-6.141,0.0448,0.207,0.0,0.115,0.732,129.261,54,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14.997260273972604,3.102883333333333
0.724,0.491,-6.024,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.063013698630137,2.8457666666666666
0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,85,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22.136986301369863,3.3133333333333335
0.545,0.783,-4.261,0.0345,0.00489,0.0,0.132,0.551,174.084,76,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11.994520547945205,3.2288833333333335
0.727,0.932,-4.931,0.16,0.098,0.0,0.211,0.662,114.032,68,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.441095890410958,3.1786666666666665
0.367,0.635,-4.842,0.119,0.134,0.0,0.322,0.451,180.117,28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.923287671232877,4.45255
0.77,0.636,-6.724,0.131,0.169,0.0,0.0676,0.492,105.93,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.676712328767123,3.596
0.767,0.631,-6.762,0.0541,0.0997,0.0,0.119,0.541,100.968,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.457534246575342,3.3998666666666666
0.69,0.29,-6.544,0.0282,0.676,0.0,0.109,0.42,95.976,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19.0,2.657783333333333
0.63,0.53,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.972602739726028,3.7508833333333333
0.531,0.936,-2.956,0.0503,0.00758,0.0,0.0959,0.812,75.008,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16.997260273972604,3.2028833333333333
0.754,0.653,-5.095,0.0611,0.0944,0.0,0.383,0.379,123.084,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.810958904109589,2.9957666666666665
0.538,0.809,-6.017,0.0504,0.00136,0.0,0.406,0.278,120.001,44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.553424657534247,3.3413333333333335
0.7,0.748,-6.044,0.0434,0.127,0.0,0.0941,0.631,111.939,56,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.926027397260274,3.0486666666666666
0.63,0.694,-6.257,0.0253,0.00281,0.0,0.0719,0.216,97.005,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.52054794520548,3.25865
0.815,0.906,-3.194,0.0561,0.0116,2.06e-06,0.0691,0.783,125.974,51,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19.0,3.2826666666666666
0.667,0.619,-4.933,0.151,0.126,0.0,0.101,0.427,169.865,59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11.778082191780822,3.3151166666666665
0.66,0.797,-6.096,0.0262,0.00646,0.000108,0.187,0.674,110.955,56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.997260273972604,3.2906666666666666
0.609,0.658,-4.657,0.0342,0.296,0.0,0.292,0.53,116.896,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16.81095890410959,3.820666666666667
0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14.202739726027398,4.752
0.883,0.784,-5.646,0.0533,0.0171,0.0143,0.333,0.888,115.006,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22.002739726027396,3.2717833333333335
0.703,0.736,-5.709,0.046,0.186,1.92e-05,0.174,0.274,119.955,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10.553424657534247,3.472166666666667
0.779,0.42,-8.396,0.221,0.665,0.0,0.0862,0.688,105.076,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.504109589041096,2.9316333333333335
0.696,0.817,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.846575342465753,3.6068166666666666
0.683,0.943,-3.408,0.11,0.00553,0.0,0.0752,0.776,129.015,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.26027397260274,3.425333333333333
0.662,0.859,-3.722,0.0522,0.000439,0.0,0.209,0.405,91.936,41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12.534246575342467,3.22755
0.692,0.443,-5.671,0.0386,0.214,0.0,0.06,0.363,127.899,53,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.389041095890411,2.98
0.588,0.793,-4.301,0.0414,0.0159,0.0,0.0801,0.466,97.977,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.591780821917808,3.1847833333333333
0.562,0.768,-5.006,0.0488,0.00361,0.0,0.0742,0.218,139.968,64,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.997260273972604,3.3017833333333333
0.638,0.713,-6.475,0.0388,0.00103,0.000241,0.0466,0.703,115.967,54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11.994520547945205,3.2106666666666666
0.697,0.775,-6.664,0.0829,0.0318,0.0,0.232,0.827,113.886,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.441095890410958,3.2298666666666667
0.688,0.774,-4.444,0.086,0.361,0.0,0.196,0.803,109.974,48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.994520547945205,2.61155
0.467,0.817,-4.941,0.0879,0.000152,0.000594,0.199,0.647,200.044,33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11.994520547945205,2.50845
0.682,0.927,-2.915,0.0479,0.0843,0.0,0.149,0.744,101.019,73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.997260273972604,3.2602166666666665
0.611,0.936,-3.697,0.11,0.0309,0.0,0.12,0.697,144.901,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.34794520547945,3.3571166666666667
0.56,0.826,-5.866,0.0976,0.00272,0.0,0.487,0.492,141.974,48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14.997260273972604,3.4446
0.602,0.922,-3.061,0.0386,0.00632,0.0,0.284,0.396,104.101,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16.997260273972604,2.828883333333333
0.6,0.809,-4.982,0.164,0.0176,0.0,0.139,0.61,127.981,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.802739726027397,3.271716666666667
0.777,0.895,-4.464,0.0618,0.0348,0.0,0.317,0.826,111.987,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.147945205479452,3.52955
0.574,0.41,-8.7,0.0398,0.848,0.0,0.104,0.333,114.952,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.786301369863013,2.4833333333333334
0.321,0.405,-8.459,0.0376,0.88,0.000174,0.105,0.221,97.272,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.786301369863013,3.2422166666666667
0.379,0.502,-10.027,0.163,0.461,0.0,0.557,0.759,203.425,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,23.002739726027396,3.082
0.39,0.424,-9.336,0.124,0.785,0.0,0.167,0.508,70.114,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24.002739726027396,4.83245
0.27,0.279,-10.319,0.0346,0.953,0.00142,0.0937,0.366,87.182,37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24.002739726027396,3.2002166666666665
0.225,0.0917,-20.384,0.0385,0.916,0.000914,0.153,0.152,86.34,44,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24.002739726027396,2.7306666666666666
0.648,0.349,-10.809,0.0843,0.673,0.0,0.0959,0.121,84.055,47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.073972602739726,2.723116666666667
0.71,0.946,-4.431,0.078,0.123,0.0,0.203,0.681,120.089,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.997260273972604,3.0371166666666665
0.636,0.839,-4.384,0.096,0.0847,0.0,0.1,0.658,120.031,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15.997260273972604,3.3317833333333335
0.617,0.945,-3.519,0.138,0.00503,0.0,0.0727,0.9,150.0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15.997260273972604,4.052883333333333
0.353,0.879,-3.486,0.0833,0.0843,0.0,0.105,0.516,171.762,52,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.997260273972604,3.417333333333333
0.509,0.495,-6.073,0.0515,0.491,0.0,0.0773,0.684,112.893,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15.997260273972604,3.1271166666666668
0.351,0.626,-5.314,0.0358,0.0867,0.0,0.0937,0.394,129.568,42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15.997260273972604,2.9722166666666667
0.633,0.941,-3.413,0.11,0.00623,0.0,0.103,0.844,143.887,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18.0,3.2026666666666666
0.472,0.871,-3.492,0.0836,0.000632,0.0,0.219,0.803,177.965,42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.0,3.29105
0.463,0.726,-5.126,0.03,0.0589,0.0,0.0861,0.473,82.006,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18.0,4.031116666666667
0.497,0.822,-2.863,0.0399,0.011,0.0,0.0947,0.58,90.992,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18.0,3.1528833333333335
0.483,0.788,-3.473,0.0341,0.157,0.0,0.177,0.449,143.001,36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.0,3.7626666666666666
0.71,0.871,-6.196,0.0794,0.369,3.52e-06,0.297,0.647,100.983,33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.0,2.6986666666666665
0.659,0.789,-3.444,0.0717,0.184,0.0,0.0535,0.493,121.947,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13.997260273972604,2.716
0.692,0.794,-6.219,0.0479,0.0977,0.0,0.141,0.782,125.027,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15.997260273972604,3.1251166666666665
0.58,0.664,-2.866,0.0748,0.429,0.0,0.146,0.436,146.001,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.273972602739726,2.6411166666666666
0.554,0.35,-5.378,0.0287,0.799,1.39e-06,0.317,0.333,86.331,34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.257534246575342,3.3667833333333332
0.598,0.502,-6.273,0.0447,0.862,0.0,0.096,0.403,121.621,49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.257534246575342,3.3065166666666665
0.664,0.285,-7.907,0.0342,0.855,0.0,0.0952,0.256,124.148,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.257534246575342,3.171133333333333
0.779,0.342,-6.316,0.0404,0.701,2.56e-06,0.132,0.482,104.993,62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.3123287671232875,2.9267
0.664,0.607,-8.822,0.113,0.23,0.0,0.164,0.541,95.958,49,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.578082191780822,3.1224833333333333
0.692,0.443,-5.671,0.0386,0.214,0.0,0.06,0.363,127.899,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.35068493150685,2.98
0.81,0.305,-6.165,0.0902,0.28,0.000116,0.203,0.732,120.013,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.446575342465754,2.8651333333333335
0.653,0.76,-4.892,0.0556,0.00514,3.79e-05,0.0658,0.133,119.905,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.32054794520548,3.3946666666666667
0.753,0.343,-5.607,0.0337,0.799,0.0,0.104,0.511,137.872,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.257534246575342,2.8692333333333333
0.718,0.762,-5.006,0.0571,0.284,1.58e-06,0.0971,0.368,132.893,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.331506849315068,3.1683
0.324,0.416,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12.994520547945205,3.9342166666666665
0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,74,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.2,3.4906333333333333
0.753,0.566,-8.21,0.298,0.193,6.31e-05,0.14,0.154,135.039,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.3342465753424655,3.4086833333333333
