track_id,track_popularity
7yT71nE6bb9vzdYz78iITu,0
63BGyvr6NuhA0q5NimghaG,37
1ZtG48NtqQdyN1AnXiiYL0,0
6u8epWzzk3CsJ05sqExF6T,42
7K0trO4bMEWjSiFGPG5LTQ,38
0PCRR19Pf4iiuvSrPxtQ0x,52
6TgLQJ87xq6adrAU6HzaTW,0
3pWcj8hxj3fsb9TDAcMpEl,0
4sh506lJZac1T4o4NqtIuS,37
7a4aFs6bW7TUySQviVERSI,38
4aJdmCHGL6KrrvuSXgr8Jp,0
6WbADFqMvR8N5u0BvtsWQE,4
50RJdoxw8iajGNtHQe6QeS,51
2V65y3PX4DkRhy1djlxd9p,82
5gjhnWVBIBgoWzv3SIQdwW,0
6iC7vapdKp0XlKhxOkp8QJ,63
5kOWncnXJOC1LRH0rk8SGy,0
69zxj1EFDfAouZu9JDmQld,58
5EwwwdsQfKI8ZnFG93j5Zu,53
2M1mqcNUBIAfRoD2Puhejf,45
0FDzzruyVECATHXKHFs9eJ,86
15BlympuVSfZFROojEMY2M,62
6xUy203RnyyOfbqf96Nven,38
5Iy2Jj87Ha0C0IBlNE1I4y,67
1vvNmPOiUuyCbgWmtc6yfm,74
11Fo4dAH31K7UZHGqCkCmE,0
4keoy2fqgwGnbWlm3ZVZFa,67
0kHyKhJMukHEPfeh8s7rdM,68
2tpWsVSb9UEmDRxAl1zhX1,88
36Z5wae28KlrJ4wL3KuGOe,0
2AVredtzre1KADDXWoGd4I,0
5hw9RzFpyZqkW7ADN2NKeO,26
5ypiGNhYY1GUoVB1kVZmc8,38
5GjnIpUlLGEIYk052ISOw9,72
1YDJ2f1JuKzYWZpRYiBYHu,39
6F1kPSgdnlSzZRfskE9vaV,0
07nH4ifBxUB4lZcsf44Brn,81
2i2zYdN4KCkTCDscdMYr87,53
2BVVmJQZv4fOPWavI9mkIj,1
5L2l7mI8J1USMzhsmdjat9,67
24tVqMiAtv8jmpNPhBEsDY,52
1sh6lL6cmlcwhqZKGiKBua,66
3P7qStX3ECFOLfjrXuLzbc,0
0bMbDctzMmTyK2j74j3nF3,69
3TKpJrY9q49Mj1JOsM9zGL,56
6Fvhy9aaBvsLBzC7vDEhIr,42
2a3dopgTF1q4rMVDJ1rwBU,0
7C1trmcQQ5n5RNy4l6ziCv,64
2sxjVSDvymkn264oDZCrl2,37
24Yi9hE78yPEbZ4kxyoXAI,75
6j3MJ0jtsReAgwRwqsHC7T,31
1mzARUs2kMMxcKh1ome5aX,34
0JIcWmxwEpv740agHLbVB5,35
35mMXfym6C9VOTUVrcKKZp,48
06mg22JLouk02orwxz0UfD,16
2kJIiIqbzYVtv2iTpbQts9,43
3UIGE2FXaUUcYWA31Og0XO,39
3KKrA8p6gzpYC44JmThaEq,19
7vLR7NDAadIXfWjl2nw5Nr,35
4dSS4hwl81hvbfMsIogJGZ,33
7M9w4C8WenlvWfNRAulZOX,53
5MvLsT03RBp67RLoeISCdl,0
7CthsM57gIgD2S8xyL8coq,8
4esEsg9IxiTAGMBQLe9XOu,45
3wWRbRa3OFIFRs4gNywkdd,6
5TgS4dcUAU8EEb506d8wAT,51
05P4BYqVauVxy0w9g6w2D9,35
3XEdqQtGHAM5huMrs3RaKN,45
1Pz3QmQFBFuI60rxCQBeW6,0
0SDgPPSjRPdGD3hyrCTG2S,21
035IYcHuQxZHBknOMWGAnI,24
7hzjWGFi2HKUGOXp1LiQ3V,34
