track_id,track_popularity
5Q4DOojEcvYnwrFIHR22y6,0
7Ec9qiOemgoYl73dQcCsNH,0
6923H6OtBkxdFrepzaVXMd,0
4OrNPd9u1lDB9p8EpNDZDL,0
4ZzFtk0U3BQalY3nLEaZJ9,0
2gi2Ni0IFZeXikkBYgkEvt,0
5PgZLD24ykS6AsMM8ZKKLo,0
1j8pd7HrxRQRohDwfVO0L8,0
4f0UiNGZA0ZVaOeKQ52CvY,0
6ZdiSlze1mj4NLzAf5sPpN,0
3Q5CoZMYVDiwv1lpyiDsji,0
6QaedjNdzSBo8iCvMQDCnO,0
479UW5ZEzAhdSn7uq7doLn,0
1rGxG6Y5OgmSwGPRPJv9Q4,60
4RXADjwsZsVuqUVNStV6lS,0
0Ffg0etsfpaUNwv8t0bosp,23
1ixSXH4wf5oHmGA07zoK3o,29
2Wr970IfovsSGnfkE08iMF,0
4w2iAP3X4FkpPb5kjRdIDx,0
21xFsQzlsh6cr5XIDqKc7S,0
4ogp5UEEagtt5gbM1QDgTY,0
2jPskMhww8DEwvOB7KmYAB,0
3UNuVVGosJLfLCsWHEhr5U,0
3BmjebvpNDVbcVf22BrNNR,18
2EHb6XNNMtMVpWesvndBzB,0
0k4kiY86YyvLYRqQETwyXD,30
52JAhb4HXp4PiDkSAIk215,0
4u1eigMS1ORqsTrASgXzID,0
3nk8fMceADguLOWDPGSbpO,0
16XhecupmndkdYsiIn4Cu0,0
5TtNpBiVb0frGgr63WEyyv,0
2BrzlUj1u1CtvaJDGIKpsP,62
4Zc6OSN5jokFfoWhyqn8Ur,13
1fWwxmWor6QbvBeLSV428F,0
7pbETrTDObjfhVT4qh9J5q,29
70K0ezmzYEZeqoSaZMyP7o,61
2bPujZTjHKSIHztskmfudg,0
6u9cWDkxbTXaqf4GZP5MHh,0
1t2DpS6WxY0JGX3IJCLQfQ,0
0IMQFfmMikvJge5bweNVxe,0
0DskSLv9ocz7KsJlqUSCGw,0
0xLb9aKxyObbRgMnfW7bvB,18
7pd0EjaK0m2Er7fEsOzruu,0
0KE8xLEPrhrvc02uW1JMhv,0
70Wsfvr0gJmTzHPSnJyJJE,0
3DGTyRTrReFYlNQrevIQP7,0
7tfdE7sUbVkPhfAK3rwyc2,0
3HN9DNWtFSI3snc5pv5cRj,15
0Iwfj80A8KoGOh5XSFF87m,0
0aCI9tg8Pb9l1uoOPk9R8n,0
5ZmQEfpxN3WYJgfkU5z5WA,14
1UIutH0tnqnflhUat1Q6Bz,0
67d8DiMwQJLwPRdKhVjmS4,0
1FeT3vkBmCC9jGJ88oVerU,0
0ltO5bci13M68sTnEctBxR,46
6IAOkZxfTzpRDL0nAAynjq,0
0gTAcOg1yS6KY3eMaYlpKg,0
3uJsg8xIH7OpWHxuJaMLJX,47
7soA3JDXGprclB4x98xp2X,0
3oCI9IEwKLMMBo8d9Rjw1z,4
4FI6qJdZGN83WyOnvDON8Q,32
0XYvHhtD8ONs8Kqzx7D1On,19
70hvCk6sUutFjKA1Y4W1mc,0
3n0VgOwlCp8cdSWqN9GnwZ,0
1gBGDhwhekrKYy7gqULf0t,0
1YItRRQXVa3GtFSZ0RmgXA,22
6v0LVhxY8pgqhbsyPNFjg7,0
4dEZbrokJ8lgNyrdL9ZTe8,0
4gB61mP4tNChn4LgfquMhi,0
7lWbWrW0wV4MB3zo06FkyX,24
6mQpBTqZ2Q10lJmds8niP7,0
4ExbAn6QFTRUxml2SDVUBa,0
