track_id,track_popularity
6LfDw4nhA9zQVwRfxT516u,15
2S9UiaHpsdB2s3ZNzCObLQ,43
2pU1CpdWAAfMQgOljmb1MW,0
1G4YEBaXWOxCRBNASQPoMv,9
62d06HzJFX4rtnv39L4uUI,18
1hw5UuO6s1DRAJmCn4Nc1H,68
41mqrgHlbSBA3LPypIfUoi,0
4AjRsbjQbXWkXXCzzqcq5u,24
4oH03lpFiysmcWex1AyddD,57
2ef6K7WCV8khtntJW81S7R,28
7750AqOWNuuDLxLjXzDMX0,25
3LvPRA6n1Hr3ia6tGfScg6,0
1uiTlWuuuznQ3cWFIRAPU2,18
2qEugvU0hYkAkf3IPWlUps,0
3TsRqBTufb4Q699WyhanVC,0
2r77vqSZkOktTSgmAOoHsV,0
5VsHkOtg0Llpa6mTGZhp5e,57
4COGASZEbAxmH6k5gYMo6G,2
5I2I0xdHPV5opTDQbItBIb,0
7glCSQqV5o6NU88Cn4zPZn,1
3TnhQSRwT3AVMdXw5JPq0x,0
3PkLiVZFchdmUluS9QL8fv,0
5gFAT2DbEt4TOMXyAMEixG,1
7H6OwsBoSI4BVWm5M7MTOQ,1
7dNwJbsT0sg1le5kVugGJb,73
2nmkKucRDKr5jIBEvg6X0z,0
2OxUtaKYeahAGNaBiahXtR,0
5gkSbR9E0jDgv65XeT5v5R,0
1kK7yrknQvA2wEU5zyG41m,0
0K0soSt52EhMS9FohRObdK,68
7LeQ55Z5jPBB0ggYJtAiYO,0
5hcisvFMidkMJlElTO9Qmw,72
6jwcchNlcoMZFa0EwfKga6,48
0bk8xQ2zIokFe0GoW6ZERx,0
0BMXB8USeC2zVufRWBcMuY,61
5UjhWsB5rddZEPlNUcGDLV,0
17NW5LLmN6PXrUdknZ6iT1,54
0zY4kXv0OOKLFh33DH2cSv,0
03a359wbiUsjN9h6yzXvmS,73
4DS7HoqrKq1dDjeYOKBlu9,78
7aq4mn7HqjIWeEn3YReKWV,0
3iDPALl8BoUbuXZgy6EOWY,0
4zBVbv2SUaA6LON2nxtPEj,0
1uihSnDxZidO3IMM2hmUBW,0
0RHazYjaRGLIYPvn6mtRWY,0
3juYl7RDkfwMGX5a17ach5,60
0RFFFGtPn6a58RHY3ccVYX,0
3eIPYPrEGvbAKc2rSjlErW,0
66pK7thQ0yw1xlqw8AQSlw,58
2r1Ovp2SgP1ybHNbbEAg1S,52
1tkikMrqW4NvmzIfIyNXw7,0
5jGUJXnELDaDTgiRjD9lsg,64
6EylLZvd69kYDDtT35gZOB,49
1SRkUC6I28rxLS3XX5DDqE,0
4uJL26cmM5HEiGlqE2YhoE,0
0vnrhysrKKRdNYFKLAGzRc,74
0QQNA8bZqefrGfsShzlZkb,0
6yllTYSMEmOagRltq1VlsP,0
6LfwUHqd9XiRKVbmVXqVd0,0
5qNdv1WPksgm2F87wzznPi,29
2IiNgBjUpVl06PPgjhTP2x,24
6gItxgLiMUYV5n3ityPec4,0
4Ilhu67UnrkeG5gtGytsij,0
3G6fFwzSObu9BS5XhkJzWA,0
6mhiCvUbK5Jq2Ho05kgaa5,7
1MitUwnaR9yfZghi4Qzf8M,0
4M92m8y6WXm0xHzWBY3tJJ,0
4qg5zuCvEWTeOb3ON0qLuc,16
17r16Atqljpae7Jggjds2W,0
2oUAGVmjS4FMaHKxa7KQDh,0
0DMzkDvrWz7GaTNf3257uZ,1
7mjsDtb6oMFXi6IL069UED,0
1yRyJyB90a0YiaogagFXfx,0
0iwr5Kp0R2RVpBUOVIzMCs,0
5aZaJ7puWEEwKDJg0GjsIb,34
4w4N4zM2uM4MMsr8Nsi4Nb,24
2RORNOS5sDvSXwHbOOh1xV,0
2R2H8r2X1MCJFvvLx6DYZy,0
39qUZ7zIlDXziDOvRE2UCN,0
1gAYsbY37gNkUVWKyHd7sb,0
6MeVDDXO3BPR0X2o0KLgeP,6
2DBU3G7bYWcLKxKNtsXJ5h,35
31jM1k905s5TpVflu5KH2d,21
2IEzElQ5KAtXDoJAGixG2R,0
3BUFuwaRaRDc2GIKNVkwmI,0
3CrDFdN7MKM3Mx9T3znBts,0
4LI2D3GbfBTeFt0ftOLvxc,0
78NWG8vFrAehpsCJr1SLvq,0
1C3PeqYtCFVFxUBdFZoxeT,0
4wm54RgVLbAtk5v4A9I9x5,1
54w6HSR0vBATL3XLN6KW7K,16
38n8scVMRubWOn1rIN2hfr,22
63EtlVp4DuYE9YEcjmIlbk,13
09Ltdtsh3FFIGAppCJj0HD,0
2yxfQyA2fAfkE8r13br2qb,18
2Mma8mPkMGvFljxKORvySU,0
7ons06QtOzzgDpbFhbFjRc,0
55DEy5jBZJcm75JpGZTlyC,18
2APpdfoLJELmv3sh8T4Ve8,21
5UUYrmyLJ3ZmmDrvyQHyeC,0
4tDlB4iuEuXaVOcDVh9N9v,0
06VL0LPGJodM9Kq7j2mpcu,0
